C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\center_2023_12_30_14_31_00_214.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\left_2023_12_30_14_31_00_214.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\right_2023_12_30_14_31_00_214.jpg,0,0,0,4.224781E-06
C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\center_2023_12_30_14_31_00_281.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\left_2023_12_30_14_31_00_281.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\right_2023_12_30_14_31_00_281.jpg,0,0,0,2.127735E-06
C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\center_2023_12_30_14_31_00_350.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\left_2023_12_30_14_31_00_350.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\right_2023_12_30_14_31_00_350.jpg,0,0,0,7.14855E-06
C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\center_2023_12_30_14_31_00_419.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\left_2023_12_30_14_31_00_419.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\right_2023_12_30_14_31_00_419.jpg,0,0,0,9.675861E-06
C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\center_2023_12_30_14_31_00_488.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\left_2023_12_30_14_31_00_488.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\right_2023_12_30_14_31_00_488.jpg,0,0,0,1.399859E-05
C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\center_2023_12_30_14_31_00_558.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\left_2023_12_30_14_31_00_558.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\right_2023_12_30_14_31_00_558.jpg,0,0,0,1.165127E-06
C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\center_2023_12_30_14_31_00_628.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\left_2023_12_30_14_31_00_628.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\right_2023_12_30_14_31_00_628.jpg,0,0,0,1.298542E-06
C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\center_2023_12_30_14_31_00_699.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\left_2023_12_30_14_31_00_699.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\right_2023_12_30_14_31_00_699.jpg,0,0,0,4.559473E-06
C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\center_2023_12_30_14_31_00_771.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\left_2023_12_30_14_31_00_771.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\right_2023_12_30_14_31_00_771.jpg,0,0,0,7.08705E-06
C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\center_2023_12_30_14_31_00_840.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\left_2023_12_30_14_31_00_840.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\right_2023_12_30_14_31_00_840.jpg,0,0,0,1.034632E-05
C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\center_2023_12_30_14_31_00_911.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\left_2023_12_30_14_31_00_911.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\right_2023_12_30_14_31_00_911.jpg,0,0,0,9.614977E-06
C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\center_2023_12_30_14_31_00_981.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\left_2023_12_30_14_31_00_981.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\right_2023_12_30_14_31_00_981.jpg,0,0,0,3.328676E-06
C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\center_2023_12_30_14_31_01_048.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\left_2023_12_30_14_31_01_048.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\right_2023_12_30_14_31_01_048.jpg,0,0,0,2.070217E-07
C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\center_2023_12_30_14_31_01_120.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\left_2023_12_30_14_31_01_120.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\right_2023_12_30_14_31_01_120.jpg,0,0.0158418,0,0.04196692
C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\center_2023_12_30_14_31_01_187.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\left_2023_12_30_14_31_01_187.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\right_2023_12_30_14_31_01_187.jpg,0,0.1891116,0,0.08409556
C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\center_2023_12_30_14_31_01_254.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\left_2023_12_30_14_31_01_254.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\right_2023_12_30_14_31_01_254.jpg,0,0.3645531,0,0.2961949
C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\center_2023_12_30_14_31_01_322.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\left_2023_12_30_14_31_01_322.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\right_2023_12_30_14_31_01_322.jpg,0,0.6100578,0,0.778653
C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\center_2023_12_30_14_31_01_389.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\left_2023_12_30_14_31_01_389.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\right_2023_12_30_14_31_01_389.jpg,0,0.7957961,0,1.278593
C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\center_2023_12_30_14_31_01_460.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\left_2023_12_30_14_31_01_460.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\right_2023_12_30_14_31_01_460.jpg,0,1,0,2.188265
C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\center_2023_12_30_14_31_01_526.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\left_2023_12_30_14_31_01_526.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\right_2023_12_30_14_31_01_526.jpg,0,1,0,2.906278
C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\center_2023_12_30_14_31_01_594.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\left_2023_12_30_14_31_01_594.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\right_2023_12_30_14_31_01_594.jpg,0,1,0,3.607505
C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\center_2023_12_30_14_31_01_664.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\left_2023_12_30_14_31_01_664.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\right_2023_12_30_14_31_01_664.jpg,0,1,0,4.54583
C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\center_2023_12_30_14_31_01_731.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\left_2023_12_30_14_31_01_731.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\right_2023_12_30_14_31_01_731.jpg,0,1,0,5.243373
C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\center_2023_12_30_14_31_01_801.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\left_2023_12_30_14_31_01_801.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\right_2023_12_30_14_31_01_801.jpg,-0.05,1,0,6.166798
C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\center_2023_12_30_14_31_01_870.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\left_2023_12_30_14_31_01_870.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\right_2023_12_30_14_31_01_870.jpg,-0.2,1,0,6.847115
C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\center_2023_12_30_14_31_01_941.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\left_2023_12_30_14_31_01_941.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\right_2023_12_30_14_31_01_941.jpg,-0.4,1,0,7.729667
C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\center_2023_12_30_14_31_02_011.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\left_2023_12_30_14_31_02_011.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\right_2023_12_30_14_31_02_011.jpg,0,1,0,8.37981
C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\center_2023_12_30_14_31_02_082.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\left_2023_12_30_14_31_02_082.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\right_2023_12_30_14_31_02_082.jpg,0,1,0,9.273783
C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\center_2023_12_30_14_31_02_150.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\left_2023_12_30_14_31_02_150.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\right_2023_12_30_14_31_02_150.jpg,0,1,0,9.943397
C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\center_2023_12_30_14_31_02_220.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\left_2023_12_30_14_31_02_220.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\right_2023_12_30_14_31_02_220.jpg,0,1,0,10.83049
C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\center_2023_12_30_14_31_02_289.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\left_2023_12_30_14_31_02_289.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\right_2023_12_30_14_31_02_289.jpg,0,1,0,11.59013
C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\center_2023_12_30_14_31_02_358.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\left_2023_12_30_14_31_02_358.jpg,C:\Users\ndavi\OneDrive\Desktop\DrivingData\IMG\right_2023_12_30_14_31_02_358.jpg,0,1,0,12.40513
